id	_vascanTaxonID	_part	_medicinalUse
285	http://data.canadensys.net/vascan/taxon/3796		Part of a compound medicine used to treat heart trouble [Metis: 13]. 
286	http://data.canadensys.net/vascan/taxon/6709		Roots: Poultice made with a decoction of dried roots or with fresh roots used in sprain or strained muscles [Ojibwa: 47].Used to reduce sprains and swellings [Ojibwa: 87]. 
287	http://data.canadensys.net/vascan/taxon/9034		Fruits: Used to treat swellings [Abenaki: 67]. Cooked into a jelly and used for fever [Algonquians: 63]. 
288	http://data.canadensys.net/vascan/taxon/9274		Leaves: Crushed and wrapped in cloth and inserted in the ear to treat earache [Cree: 95]. 
289	http://data.canadensys.net/vascan/taxon/6417		Tops dried and used as a sternutatory for cold relief, or boiled with Eupatorium perfoliatum to make a fomentation to be applied for rheumatism [Chippewa: 85].
289	http://data.canadensys.net/vascan/taxon/6417		Whole plant: Dried, boiled to obtain the volatile oil and inhaled to cure catarrh and bronchial affections [Ojibwa: 87]. Boiled and the decoction drunk by women after childbirth. Mixed with other plants to make a drink for treating menstrual cramps, stomachache, headache and fever [Cree: 13]. Tea used to treat fever, headache, and also used as "women's medicine" [Cree: 96].
289	http://data.canadensys.net/vascan/taxon/6417		Above-ground parts: Tea used to treat stomach disorders [Cree: 96]. 
289	http://data.canadensys.net/vascan/taxon/6417		Roots: Decoction used to ease stomach and intestinal pain [Ojibwa: 84]. 
289	http://data.canadensys.net/vascan/taxon/6417		Roots and flowers: Decoction used against intestinal worms [Ojibwa: 47].
289	http://data.canadensys.net/vascan/taxon/6417		Flowers and leaves: Steeped and used in skin eruptions and burns [Ojibwa: 47].
289	http://data.canadensys.net/vascan/taxon/6417		Leaves: Chewed and placed in the nostrils to relieve headache [Chippewa: 85].
290	http://data.canadensys.net/vascan/taxon/6421		Used as rubbing and smelling medicine, and as a remedy for stomach trouble [Ojibwa: 86]. 
291	http://data.canadensys.net/vascan/taxon/5536		Steeped to make a medicine for paralysis [Algonquians: 63].
292	http://data.canadensys.net/vascan/taxon/5537		Juice mixed with water and applied to sore eyes [44]. 
292	http://data.canadensys.net/vascan/taxon/5537		Flower: Chewed to relieve toothache [Cree: 95].
293	http://data.canadensys.net/vascan/taxon/6681		Roots: Powdered, steeped in water, and applied for arthritis and rheumatism, or to treat kidney problems [Mi'kmaq: 62]. 
293	http://data.canadensys.net/vascan/taxon/6681		Leaves: Steeped in water and the liquid used as a mouth wash for sore mouth [Mi'kmaq: 62].
294	http://data.canadensys.net/vascan/taxon/6680		Used for sore eyes. Boiled and tea applied to skin rash and sores, or drunk to cure mouth infections and sore throat [Dene: 101]. 
294	http://data.canadensys.net/vascan/taxon/6680		Stem: Boiled with leaves and fruits and taken to treat tuberculosis [Dene: 98].
295			Sclerotium: Powdered and taken in water to facilitate labor during childbirth, also used in menstrual irregularity [Cree: 95].
296	http://data.canadensys.net/vascan/taxon/6426		Leaves: Alone or in combination with Pycnanthemum virginianum in a decoction given in fever. Steeped with an equal amount of Tanacetum vulgare and given in fever [Ojibwa: 47]. Tea as a blood purifier [Ojibwa: 87].
297	http://data.canadensys.net/vascan/taxon/9361		Leaves: Topical coagulant [Mi'kmaq: 61]. Used for tootache [Cree: 81]. Smoke blown into the ear to cure earache [Algonquians: 63, Mi'kmaq: 60, Cree: 81] or into the nostrils for faints [Cree: 81]. 
298			Rhizomes: Powdered, used in a compound remedy to treat various ailments [Cree: 95]. Cut into thin slices, dried and chewed or made into a tea drunk to treat arthritis or used to bathe affected joints [Dene: 13; Chipewyan: 92] or to treat swellings [Cree: 13]. Sliced, grated and used as a poultice on boils [Cree, Dene: 13; Chipewyan: 92], diabetic skin ulcers [Metis: 13], infected wounds [Cree, Dene, Metis: 13], or mixed with other plants and used as a poultice to treat sore back or legs, foot pain [Cree: 13], sore joints, arthritis, or headache [Metis: 13]. Used in compound decoctions as a cough medicine, to facilitate childbirth [Dene: 13], to help recovery after childbirth [Cree: 13], or as a heart medicine [Cree, Dene: 13]. Poultice used in swellings and infections [Algonquin: 69]. Ground with Acorus calamus and Heracleum lanatum, moistened with water or grease and used as a poultice in headache, sore joints, swellings, and painful limbs. Fresh or rehydrated dried slices applied to infected skin [Cree: 95]. Soaked or boiled in water and used as a wash to treat swellings, infections and bee stings [Dene: 17]. Poultice used to treat facial paralysis, skin disorders, bee stings, cuts, burns, arthritis, and muscular pain. Tea used in heart problems and as a "women's medicine" [Cree: 96]. Boiled with stems of Sorbus scopulina and leaves of Sarracenia purpurea to make a cough remedy [Chipewyan: 92]. 
298			Roots: Steeped or worn around the neck as a general medicine [Mi'kmaq: 62]. Used to treat cold and sore back [Dene: 100].
298			Whole plant: Used in diabetes [Cree: 77]. 
298			Stems: Leafy stems sucked to prevent thirst [Atikamekw: 73]. Tea drunk to cure stomach pain, shortness of breath, heart problems, and urinary tract problems [Dene: 101].
299	http://data.canadensys.net/vascan/taxon/17417		Pounded into a pulp used in a poultice to heal swollen limbs [Mi'kmaq: 62]. 
299	http://data.canadensys.net/vascan/taxon/17417		Leaves: Mashed and used in swellings [Mi'kmaq: 60; Algonquians: 63]. 
299	http://data.canadensys.net/vascan/taxon/17417		Roots: Bruised and used in swellings and bruises [Algonquians: 63]. 
299	http://data.canadensys.net/vascan/taxon/17417		Rhizomes: Used as an astringent [Chippewa: 47].
300	http://data.canadensys.net/vascan/taxon/17446		Roots: Grated to make a poultice for sores, or dried, powdered and used to heal cuts and swellings [Ojibwa: 87].
300	http://data.canadensys.net/vascan/taxon/17446		Stems: Tea drunk to cure sore stomach, shortness of breath, heart problems and urinary tract problems [Dene: 101].
301	http://data.canadensys.net/vascan/taxon/1466		Used to allay sexual irritability and in spermatorrhea [Abenaki: 67]. 
302	http://data.canadensys.net/vascan/taxon/6721		Plant pounded into a pulp and used as a poultice to heal swollen limbs [Mi'kmaq: 62]. Leaves: Paste used for swellings [Mi'kmaq: 60; Algonquians: 63]. 
302	http://data.canadensys.net/vascan/taxon/6721		Roots: Juice drunk in coughs. Boiled and used as a poultice for swellings [Algonquians: 63]. Used as a cough medicine or to treat tuberculosis [Ojibwa: 87]. Powdered root put in the mouth to treat sore mouth [Ojibwa: 47].
302	http://data.canadensys.net/vascan/taxon/6721		Rhizomes: Decoction used for leucorrhoea. Poultice used for suppurating glands [44].
303	http://data.canadensys.net/vascan/taxon/3314		Roots: Decoction drops used in ears to treat soreness [Ojibwa: 47].
304	http://data.canadensys.net/vascan/taxon/6808		Whole plant: Soaked in warm water to make a poultice to heal bruises [Ojibwa: 87].
304	http://data.canadensys.net/vascan/taxon/6808		Bark: Strong infusion drunk in small doses for pain in the bowels [Montagnais: 70].
305			Used as an astringent and styptic [Chippewa: 47].
305			Roots: Decoction used to treat stoppage of urine [Chippewa: 47].
306	http://data.canadensys.net/vascan/taxon/5423		Roots: Powdered and used to make a tea given to stimulate milk flow [Ojibwa: 87]. 
307	http://data.canadensys.net/vascan/taxon/2693		Used for colds and tuberculosis [Dene: 17].
307	http://data.canadensys.net/vascan/taxon/2693		Roots: Mixed with other plants in a decoction used as a diuretic, to treat diabetes, or to prevent birth [Cree, Metis: 13]. Boiled and taken as a general medicine. Used to wash sores [Dene: 17].
308	http://data.canadensys.net/vascan/taxon/5538		Leaves: Mashed with lard and put on a cut to stop bleeding and help healing. Chewed to relieve toothache [Chipewyan: 92]. 
309	http://data.canadensys.net/vascan/taxon/2620		Roots: Dried, pounded and moistened in warm water and applied to skin ulcers. Dried and chewed or a decoction used to gargle to treat sore throat [Ojibwa: 47].
310	http://data.canadensys.net/vascan/taxon/2622		Roots: Infusion taken for amenorrhea. Decoction used to wash nostrils of a hunting dog whit dulled sense of scent. [Ojibwa: 85]. Tea drunk for sore throat or to facilitate parturition [Ojibwa: 87].
311	http://data.canadensys.net/vascan/taxon/3727		Wood: Decoction used for rheumatic pain or tuberculosis [Ojibwa: 91]. Decoction boiled with Thuja occidentalis and used as a cough syrup [Ojibwa: 47, 91]. Wood from the heart of branches boiled and decoction taken in kidney troubles. Mixed with Lycopodium obscurum and twigs of Picea glauca in a decoction used for steaming stiff joints in rheumatism [Ojibwa: 47]. 
312	http://data.canadensys.net/vascan/taxon/17829		Aphrodisiac [55]. 
313	http://data.canadensys.net/vascan/taxon/3321		Used as a remedy for hemorrhages, bruises and in case of abortion [66].
314	http://data.canadensys.net/vascan/taxon/2694		Roots: Steeped and taken time to time to increase fertility in women [Algonquians: 63]. 
315	http://data.canadensys.net/vascan/taxon/2695		Roots: Chewed and applied to cuts [Ojibwa: 84].
316			Rubbed on the gums of teething babies to relieve discomfort [Metis: 13]. 
317	http://data.canadensys.net/vascan/taxon/2626		Very small quantity mixed with four other kinds of roots to make a tea for "female troubles" [Ojibwa: 87].
318	http://data.canadensys.net/vascan/taxon/7046		Roots: Finely cut and used as an aphrodisiac [Ojibwa: 87]. Used as a remedy for anemia [Chippewa: 85]. 
319	http://data.canadensys.net/vascan/taxon/7054		Roots: Mixed with tobacco and smoked to relieve headache [Dene: 98]. 
320	http://data.canadensys.net/vascan/taxon/7268		Used as a cough medicine [Chippewa: 47].
320	http://data.canadensys.net/vascan/taxon/7268		Roots: Decoction drunk as a purgative [Chippewa: 47].
320	http://data.canadensys.net/vascan/taxon/7268		Outer bark: Decoction used as a remedy for stomach troubles [Chippewa: 47].
321	http://data.canadensys.net/vascan/taxon/3350		Steam taken to treat asthma, congested chest or cold [Dene: 100]. 
322	http://data.canadensys.net/vascan/taxon/3351		Cooked with Pyrola asarifolia and the mixture used as a wash to treat chickenpox [Dene: 17]. Steam taken to treat asthma, congested chest or cold [Dene: 100]. 
322	http://data.canadensys.net/vascan/taxon/3351		Leaves: Used as a poultice on skin sores and burns [Metis: 13]. Applied to worms eating the flesh and to itchy skin [Cree: 95]. Put all over the body to treat chickenpox. Poultice wrapped to treat sore knee [Dene: 17]. Wraped on affected area to heal sores and draw out infections [Cree: 93].
322	http://data.canadensys.net/vascan/taxon/3351		Leaves and roots: Boiled together and put on measles for healing, decoction drunk "to make babies" [Dene: 17].
323	http://data.canadensys.net/vascan/taxon/7155		Roots: Decoction taken for rheumatic pain in the legs [Ojibwa: 84]. Chewed dry or a decoction used as a gargle to treat sore throat [Ojibwa: 47].
324	http://data.canadensys.net/vascan/taxon/8794		Roots: Infusion used as an emetic [Chippewa: 85]. 
325	http://data.canadensys.net/vascan/taxon/7157		Leaves: Chewed and applied to wounds to stop bleeding [Mi'kmaq: 43]. 
326	http://data.canadensys.net/vascan/taxon/7156		Roots: Used as an emetic and in rheumatism [44].
327	http://data.canadensys.net/vascan/taxon/7173		Twigs: Tea used as a general medicine [Algonquians: 63]. Steeped to make an antiscorbutic tea [Mi'kmaq: 60]. Tips of branches used to brew a tea to "heal the inside". Tea used in sudatory by women after childbirth [Algonquin: 69]. Boiled and the vapour taken to fight fever and eye problems [Montagnais: 71], to relieve cold [Dene: 99] or to ease headache [Dene: 101]. Tea used for fever [Montagnais: 71]. Mixed with Lycopodium obscurum and inner part of Ostrya virginiana wood in a decoction used for steaming stiff joints in rheumatism [Ojibwa: 47]. Young twigs chewed to relieve itchy throat [Dene: 99]. Used to treat diabetes [Cree: 82]. Juice from young tree boughs used for sore eyes. Towels soaked in tea and wrapped around a woman's waist to speed up delivery, to ease afterbirth pain, and to loosen retained placenta [Dene: 101]. Herbal water taken for colds [Cree: 93].
327	http://data.canadensys.net/vascan/taxon/7173		Inner bark: Used as a poultice or boiled to make a wash for decayed teeth, skin sores, and burns [Dene: 17; Chipewyan: 92]. Chewed or drunk as a tea for cough [Algonquin: 69; Montagnais: 71]. Decoction used in a compound arthritis remedy [Cree: 95]. Used in diabetes [Cree: 83]. Chewed to relieve cold or maintain good health, or placed on a wound [Dene: 99]. Used to stop bleeding from cuts [Cree: 81]. Used to treat diabetes [Cree: 82]. Mixed with caribou grease to make a salve for burns [Chipewyan: 92].
327	http://data.canadensys.net/vascan/taxon/7173		Bark: Tea used as a salve [Mi'kmaq: 43]. Steeped and given in tuberculosis [Mi'kmaq: 62]. Used as a splint and to heal broken limbs [Dene: 100].
327	http://data.canadensys.net/vascan/taxon/7173		Sap: Used to soothe irritated skin, applied to cuts and mouth infections [Dene: 17, 99]. Applied to chest to prevent cold and tuberculosis. Tea taken to soothe sore throat [Dene: 99]. Applied to stop bleeding from cuts [Dene: 13; 99; Cree: 81]. Boiled and taken in cough. Heated and pressed on blisters [Cree: 80]. Herbal water taken for colds. Heated, mixed with lard, cooled and applied to wound infections [Cree: 93].
327	http://data.canadensys.net/vascan/taxon/7173		Bark and branches: Mixed with red willow bark to treat cold [Dene: 17].
327	http://data.canadensys.net/vascan/taxon/7173		Gum: Used alone or most commonly mixed with rendered fat from a bear, otter, or beaver, or lard or petroleum jelly, and applied as a salve for skin infections, cuts, rashes, burns, persistent sores, and chapped or craked skin [Cree, Dene, Metis: 13; Algonquin: 69]. Chewed and the juice swallowed to treat a sore throat [Metis: 13]. Mixed with grease to make an ointment to treat skin rashes, scabies, persistent scabs and a growing boil [Cree: 95]. Chewed as a laxative [Algonquin: 69]. Applied to throat against cough or on back for pain relief [Montagnais: 71]. Used to treat diabetes related symptoms [Cree: 82]. Applied in cuts and skin infections [Cree: 80, 81]. Used to treat gum disease, cuts, skin rashes, tea drunk for stomach ailments [Dene: 100]. Smeared on painful areas of the body, boiled and gargled to cure toothaches, used as an ointment for sores and placed on a wound to stop bleeding, boiled and tea drunk for colds and coughing [Dene: 101]. Warm and applied to cuts, boils or sores [Cree: 79]. Poultice used to treat skin disorders, bee stings, cuts and burns [Cree: 96]. Warmed up and put in infections [Dene: 13]. Used to treat sore throat [Dene: 100].
327	http://data.canadensys.net/vascan/taxon/7173		Rotten wood: Powdered and used as baby powder or to treat skin rashes [Cree: 94, 95]. 
327	http://data.canadensys.net/vascan/taxon/7173		Cones: Used to make a medicine for excessive urination [Abenaki: 67]. Used to make a jelly to treat headache and stomachache [Algonquin: 75]. Boiled and water used to wash itchy skin, or drunk against intestinal problems [Montagnais: 71]. Used to treat diabetes related symptoms [Cree: 82].
327	http://data.canadensys.net/vascan/taxon/7173		Leaves: Used as an inhalant or fumigator [Ojibwa: 87]. Used to treat diabetes related symptoms [Cree: 82]. Powder used as a compress for aches and pains [Cree: 80, 81]. Cushed, placed on cloth and put in throat to treat pain and burns [Cree: 80].
327	http://data.canadensys.net/vascan/taxon/7173		Roots and bark: Tea used for stomach pain, fainting and fits [Ojibwa: 86]. 
327	http://data.canadensys.net/vascan/taxon/7173		Gum and bark: Used for cough [Montagnais: 71]. 
327	http://data.canadensys.net/vascan/taxon/7173		Cones and branches: Tea used for cough and colds, sore throat and chest pain [Dene: 99].
327	http://data.canadensys.net/vascan/taxon/7173		Roots: Pounded and boiled to make a liquid medicine [Dene: 99]. 
327	http://data.canadensys.net/vascan/taxon/7173		Young tips, cones and branches: Boiled and taken to treat itchy throat [Dene: 99]. Steam used to treat congested head and chest [Dene: 100].
327	http://data.canadensys.net/vascan/taxon/7173		Wood: Inside strips put on burns, boiled without bark and taken for sore throat [Cree: 79].
328	http://data.canadensys.net/vascan/taxon/7174		Used for a sudatory after childbirth [Algonquin: 69]. 
328	http://data.canadensys.net/vascan/taxon/7174		Twigs: Boiled to make a broth for cough [Algonquin: 63] or to produce steam that relieves cold [Dene: 99]. Tips or buds peeled and eaten to prevent breathing shortness, heart problems, and high blood pressure [Cree: 13]. Decoction used to treat sore eyes [Dene: 101; Dene, Metis: 13]. Tips used to make a tea for "healing the inside" [Algonquin: 69]. Tea used against fever [Montagnais: 71]. Yound twigs chewed to relieve itchy throat [Dene: 99]. Used to treat diabetes [Cree: 82]. Boiled and steamed to cure congestion or cold and to ease headache. Towels soaked in tea and wrapped around a woman's waist to speed up delivery, to ease afterbirth pain, and to loosen retained placenta [Dene: 101].
328	http://data.canadensys.net/vascan/taxon/7174		Gum: Applied as a salve for skin infections, cuts, boils, rashes, burns, sores, and chapped or craked skin [Dene: 13, 100; Cree: 13, 79, 80; Algonquin: 69]. Mixed with grease to make an ointment to treat skin rashes, scabies, persistent scabs and bad burns [Cree: 95]. Chewed to prevent breathing shortness, also good for the heart [Cree: 13]. Soaked in hot water and used to treat infected cuts and wounds [Cree: 13]. Chewed and applied to a sore ear or to treat stomach ache [Cree: 13]. Boiled until it turns pink and then cooled to make an ointment to draw the infection out of cysts [Cree: 13] or to treat infected wounds, rashes, scabs on the head or chiken pox [Cree: 13]. Used as a laxative [Algonquin: 69]. Used for cuts and back pain [Montagnais: 71]. Used to treat diabetes [Cree: 82]. Used to treat gum disease, tea drunk for stomach ailments [Dene: 100]. Smeared on painful areas of the body, boiled and gargled to cure toothache, used as an ointment for sores and placed on a wound to stop bleeding. Boiled and tea drunk for cough and cold [Dene: 101]. Used to treat sore throat [Dene: 100].
328	http://data.canadensys.net/vascan/taxon/7174		Sap: Blood medicine, used to soothe irritated skin, applied to cuts and mouth infections [Dene: 13; 99]. Applied in chest to prevent colds and tuberculosis, tea taken to soothe sore throats [Dene: 99]. Applied in cuts and sore breasts [Cree: 81]. 
328	http://data.canadensys.net/vascan/taxon/7174		Bark and branches: Mixed with red willow bark to treat cold [Dene: 13].
328	http://data.canadensys.net/vascan/taxon/7174		Wood: Powdered and used as baby powder [Dene: 13]. Inside strips put on burns, or boiled without bark and taken for sore throats [Cree: 79].
328	http://data.canadensys.net/vascan/taxon/7174		Charcoal: Used as a baby powder [Dene: 13].
328	http://data.canadensys.net/vascan/taxon/7174		Cones: Young cones boiled to make a mouth wash for mouth infection, toothache or sore throat or to clear phlegm from the throat [Dene, Metis: 13; Chipewyan: 92]. Chewed to relieve toothache or sore mouth. Mixed with other plants in a decoction to treat venereal disease [Cree: 95]. Made into a jelly used to treat headache and stomachache [Algonquin: 75]. Decoction used to gargle a sore throat or mouth infection [Cree: 95; Dene: 101]. Used to treat diabetes [Cree: 77; 83], diarrhoea [Ojibwa: 89; Cree: 95] and stomach ache [Montagnais: 71]. Applied to stop bleeding. Boiled and tea used to wash broken legs, to easeskin rash [Dene: 101]. 
328	http://data.canadensys.net/vascan/taxon/7174		Leaves and bark: Decoction used for headache [Ojibwa: 66].
328	http://data.canadensys.net/vascan/taxon/7174		Leaves: Used as a reviver [Ojibwa: 87] or to treat diabetes [Cree: 82]. Crushed and used to treat pain. Crushed, placed on cloth and put in throat to treat pain and burns [Cree: 80].
328	http://data.canadensys.net/vascan/taxon/7174		Bark and roots: Tea used for stomach pain, fainting and fits [Ojibwa: 86]. 
328	http://data.canadensys.net/vascan/taxon/7174		Inner bark: Chewed for laryngitis [Mi'kmaq: 62]. Chewed to relieve colds or maintain good health, placed on a wound [Dene: 99]. Used to treat diabetes [Cree: 82].
328	http://data.canadensys.net/vascan/taxon/7174		Bark and gum: Used against cough [Montagnais: 71].
328	http://data.canadensys.net/vascan/taxon/7174		Cones and branches: Tea used for cough and colds, sore throat and chest pain [Dene: 99].
328	http://data.canadensys.net/vascan/taxon/7174		Roots: Pounded and boiled to make a liquid medicine [Dene: 99].
328	http://data.canadensys.net/vascan/taxon/7174		Young tips, cones and branches: Boiled and taken to treat itchy throat [Dene: 99]. Steam used to treat congested head and chest [Dene: 100].
328	http://data.canadensys.net/vascan/taxon/7174		Bark: Used as a splint and to heal broken limbs [Dene: 100]. Boiled and taken in cough Heated and pressed on blisters [Cree: 80].
329	http://data.canadensys.net/vascan/taxon/7177		Bark: Boiled with roots of sour grass and the liquid drunk for lung and throat trouble [Algonquians: 63]. 
330	http://data.canadensys.net/vascan/taxon/7178		Cones: Boiled and decoction taken internally for pain in the chest [Sikani: 97]. 
330	http://data.canadensys.net/vascan/taxon/7178		Inside bark: Scraped and chewed for cough [Sikani: 97]. 
330	http://data.canadensys.net/vascan/taxon/7178		Needles: Chewed and saliva applied to external sores [Sikani: 97].
330	http://data.canadensys.net/vascan/taxon/7178		Gum: Applied with a stick to the white spots on the eye [Sikani: 97].
331	http://data.canadensys.net/vascan/taxon/1547		Gum: Used as a poultice on wounds [Atikamekw: 73], boils and abscesses [Algonquians: 63].
331	http://data.canadensys.net/vascan/taxon/1547		Roots: Used for sewing [Ojibwa: 84; Atikamekw: 73].
332	http://data.canadensys.net/vascan/taxon/7181		Inner bark: Used to make a poultice to heal a deep cut [Cree: 95] or to treat diabetes [Cree: 82]. 
332	http://data.canadensys.net/vascan/taxon/7181		Cones and inner bark: Used in diabetes [Cree: 77, 83]. 
332	http://data.canadensys.net/vascan/taxon/7181		Bark: Mixed with bark and root of Salix discolor, Pinus strobus, Quercus rubra and Arctostaphylos uva-ursi in a tea given in fainting and fits [Ojibwa: 86]. Rubbed on a sore body part or boiled and tea drunk to cure shortness of breath [Dene: 101].
332	http://data.canadensys.net/vascan/taxon/7181		Sap: Used for burns [Ojibwa: 89] and cuts [Dene: 17]. Chewed to treat cold [Cree: 93].
332	http://data.canadensys.net/vascan/taxon/7181		Leaves: Used as a reviver [Ojibwa: 87]. 
332	http://data.canadensys.net/vascan/taxon/7181		Twigs: Crushed and mixed with lard and applied for allergies and itching [Montagnais: 71]. Tea mixed with sugar and put into sore eyes. Tea drunk to ease pain, cold, and as a general remedy. Tea also applied to a sore body part [Dene: 101].
333	http://data.canadensys.net/vascan/taxon/7184		Inner bark: Softened in water and used as a poultice to heal a deep wound [Metis: 13]. 
333	http://data.canadensys.net/vascan/taxon/7184		Gum: Chewed and saliva swallowed for cough and cold [Sikani: 97].
333	http://data.canadensys.net/vascan/taxon/7184		Roots: Boiled and liquid used to clean wounds [Dene: 98].
334	http://data.canadensys.net/vascan/taxon/7193		Leaves: Crushed and applied to relieve headache. Vapour or fumes from heating inhaled to cure headache [Ojibwa: 84]. Crushed with Pinus strobus leaves, boiled and applied to relieve headache [Ojibwa: 66].
335	http://data.canadensys.net/vascan/taxon/1553		Inner part of the tree boiled and pulp applied to cuts [Cree: 80].
335	http://data.canadensys.net/vascan/taxon/1553		Inner bark: Steeped in boiling water and applied to the chest for cold [Atikamekw: 73].
336	http://data.canadensys.net/vascan/taxon/7195		Tea used in kidney or urinary trouble [Mi'kmaq: 60].
336	http://data.canadensys.net/vascan/taxon/7195		Bark, needles and twigs: Tea used in cold and cough [Mi'kmaq: 43, 60]. 
336	http://data.canadensys.net/vascan/taxon/7195		Bark: Boiled, mixed with grease and applied to wounds. Tea used in kidney troubles [Mi'kmaq: 43]. Steeped and used to treat cough [Abenaki: 67] and cold [Mi'kmaq: 62]. Mixed with bark and root of Salix discolor, Pinus strobus, Quercus rubra and Arctostaphylos uva-ursi in a tea given in fainting and fits [Ojibwa: 86].
336	http://data.canadensys.net/vascan/taxon/7195		Inner bark: Boiled and given for sores, swellings [Algonquians: 63].
336	http://data.canadensys.net/vascan/taxon/7195		Pitch: Mixed with deer tallow and used as a poultice for felons and similar inflammations [Chippewa: 85]. 
336	http://data.canadensys.net/vascan/taxon/7195		Needles: Crushed and applied to relieve headache. Boiled, and the vapour inhaled to cure backache. Fume produced by heating inhaled to cure headache [Ojibwa: 84]. Crushed with Pinus resinosa needles, boiled and applied to relieve headache [Ojibwa: 66]. Powdered and used as a reviver or inhalant [Ojibwa: 87].
336	http://data.canadensys.net/vascan/taxon/7195		Gum: Boiled and drunk for sore throat, cold and consumption [Algonquians: 63]. 
336	http://data.canadensys.net/vascan/taxon/7195		Wood: Mixed with inner bark of Prunus serotina and Prunus americana in a decoction used to treat cuts and wounds [Ojibwa: 47].
337	http://data.canadensys.net/vascan/taxon/7308		Stem: Base boiled and drunk to relieve fainting spells [Metis: 13]. 
337	http://data.canadensys.net/vascan/taxon/7308		Leaves: Chewed into a paste applied to burns and scalds. Juice drunk for toothache and earache or for internal hemorrhage or injury [Cree: 74]. Soaked in warm water and applied to bruises, sprains or sores as a poultice, also used to sooth burns, scalds, bee stings, and snake bites [Algonquin: 69; Ojibwa: 87]. Applied fresh on wounds, bruises, burns and haematoma [Atikamekw: 73]. Infusion drunk to treat heart trouble [Cree: 13, 96], cramps, stomachache, stomach flu, or constipation [Metis: 13]. Used for rheumatism, swellings and as an analgesic [Abenaki: 67]. Used as a poultice to remove poison and heal wounds [Mi'kmaq: 62]. Mixed with grease and applied to inflamed skin. Mixed with roots of Asarum canadense to treat inflamed skin. Decoction applied to rheumatic joints [Ojibwa: 47]. Poultice used as a painkiller for cuts and bruises [Dene: 100]. Fresh leaves heated slightly and put on the wound to draw out infection [Cree: 93].
337	http://data.canadensys.net/vascan/taxon/7308		Leaves and root: Chopped finely and applied to bites of poisonous reptiles, or applied as a poultice on inflamed skin [Ojibwa: 47]. 
337	http://data.canadensys.net/vascan/taxon/7308		Above-ground parts: Tea used to soothe burns [Dene: 100].
338	http://data.canadensys.net/vascan/taxon/6911		Roots: Juice drunk in gravel [Algonquians: 63].
339	http://data.canadensys.net/vascan/taxon/6912		Used as a cough medicine. Decoction used as a body wash. W/hen heated used as a bath for rheumatism [Ojibwa: 47].
340	http://data.canadensys.net/vascan/taxon/6925		Leaves: Applied to the hands or feet to cure blisters [Algonquians: 63].
341	http://data.canadensys.net/vascan/taxon/7889		Seed heads: Boiled to make a rinse used to make the hair grow thicker and longer [Dene: 13]. 
342	http://data.canadensys.net/vascan/taxon/3672		Roots: Used as cathartic [44]. Powdered and used for liver troubles [Cree: 74]. 
343	http://data.canadensys.net/vascan/taxon/8094		Boiled and used as a cough medicine [Algonquians: 63].
344	http://data.canadensys.net/vascan/taxon/8096		Used as a tonic [Ojibwa: 47] or as a general medicine [Ojibwa: 86]. 
344	http://data.canadensys.net/vascan/taxon/8096		Roots: Powdered and added to other plants and used to treat many ailments [Cree: 95]. Chewed and the juice swallowed to treat a sore throat. Crushed and mixed with another plant to make a poultice applied to cuts [Cree: 13]. Mixed with other plants and used as a heart medicine and blood purifier [Metis: 13]. Roots crushed or chewed to treat toothache or sore mouth [Cree: 13, 95]. Dried and chewed for cold [Malecite: 65]. Decoction for cough and cold [Ojibwa: 84]. Mixed with Artemisia frigida, Astragalus crassicarpus, and Rosa arkansana in a decoction taken internally for convulsions or applied to wounds to stop bleeding [Ojibwa: 47]. Sucked and juice swallowed to treat tooth ache, sore throat, cough and cold. Poultice used to treat skin disorders, bee stings, cuts and burns [Cree: 96].
344	http://data.canadensys.net/vascan/taxon/8096		Leaves: Infusion taken for sore throat [Ojibwa: 84].
345	http://data.canadensys.net/vascan/taxon/2745		Roots: Used as a physic. Tea used for cough [Ojibwa: 87].
346			Roots: Used to prevent measles [Ojibwa: 85]. Decoction sprinkled on hot stones and the smoke inhaled to treat hadache [Ojibwa: 47]. 
347	http://data.canadensys.net/vascan/taxon/2747		Used to stop bleeding from mouth in women [Abenaki: 67].
348			Roots: Applied fresh on mouth blisters. Powdered with other plants to treat various ailments [Cree: 95]. 
349	http://data.canadensys.net/vascan/taxon/19099		Leaves: Dried and used to make a tea for dropsy [Malecite: 65]. 
350	http://data.canadensys.net/vascan/taxon/25604		Tea used to cure stomachache [Ojibwa: 87].
351	http://data.canadensys.net/vascan/taxon/19123		Tops steeped and the infusion taken as a cure for epilepsy [Ojibwa: 85].
352	http://data.canadensys.net/vascan/taxon/19118		Flowers and leaves: Decoction taken in stomach pain [Ojibwa: 47]. 
353	http://data.canadensys.net/vascan/taxon/19125		Flowers and leaves: Decoction taken in stomach pain [Ojibwa: 47].
354	http://data.canadensys.net/vascan/taxon/8241		Used for stomach troubles [Abenaki: 67], or against kidney and neuralgic diseases [Atikamekw: 73]. Tea used to treat digestive tract problems [Algonquin: 68], heart diseases [Algonquin: 69], as well as lung, liver and kidney diseases [Innu: 72].
354	http://data.canadensys.net/vascan/taxon/8241		Roots: Steeped and given in pleurisy [Malecite: 65]. 
354	http://data.canadensys.net/vascan/taxon/8241		Leaves: Decoction taken as a tuberculosis cure [Cree: 95].
355			Conks boiled and used as a cough medicine [Dene: 98].
356			Used for "female troubles" [Algonquians: 63].
