id	description	type	source	_plantPart
289	Dried, boiled to obtain the volatile oil and inhaled to cure catarrh and bronchial affections [Ojibwa: 87]. Boiled and the decoction drunk by women after childbirth. Mixed with other plants to make a drink for treating menstrual cramps, stomachache, headache and fever [Cree: 13]. Tea used to treat fever, headache, and also used as "women's medicine" [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
289	Tea used to treat stomach disorders [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	above-ground parts
289	Decoction used to ease stomach and intestinal pain [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
289	Decoction used against intestinal worms [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and flowers
289	Steeped and used in skin eruptions and burns [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers and leaves
289	Chewed and placed in the nostrils to relieve headache [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
290	Used as rubbing and smelling medicine, and as a remedy for stomach trouble [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
291	Steeped to make a medicine for paralysis [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
292	Juice mixed with water and applied to sore eyes [44]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
292	Chewed to relieve toothache [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flower
293	Powdered, steeped in water, and applied for arthritis and rheumatism, or to treat kidney problems [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
293	Steeped in water and the liquid used as a mouth wash for sore mouth [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
294	Used for sore eyes. Boiled and tea applied to skin rash and sores, or drunk to cure mouth infections and sore throat [Dene: 101]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
294	Boiled with leaves and fruits and taken to treat tuberculosis [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
295	Powdered and taken in water to facilitate labor during childbirth, also used in menstrual irregularity [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sclerotium
296	Alone or in combination with Pycnanthemum virginianum in a decoction given in fever. Steeped with an equal amount of Tanacetum vulgare and given in fever [Ojibwa: 47]. Tea as a blood purifier [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
297	Topical coagulant [Mi'kmaq: 61]. Used for tootache [Cree: 81]. Smoke blown into the ear to cure earache [Algonquians: 63, Mi'kmaq: 60, Cree: 81] or into the nostrils for faints [Cree: 81].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
298	Powdered, used in a compound remedy to treat various ailments [Cree: 95]. Cut into thin slices, dried and chewed or made into a tea drunk to treat arthritis or used to bathe affected joints [Dene: 13; Chipewyan: 92] or to treat swellings [Cree: 13]. Sliced, grated and used as a poultice on boils [Cree, Dene: 13; Chipewyan: 92], diabetic skin ulcers [Metis: 13], infected wounds [Cree, Dene, Metis: 13], or mixed with other plants and used as a poultice to treat sore back or legs, foot pain [Cree: 13], sore joints, arthritis, or headache [Metis: 13]. Used in compound decoctions as a cough medicine, to facilitate childbirth [Dene: 13], to help recovery after childbirth [Cree: 13], or as a heart medicine [Cree, Dene: 13]. Poultice used in swellings and infections [Algonquin: 69]. Ground with Acorus calamus and Heracleum lanatum, moistened with water or grease and used as a poultice in headache, sore joints, swellings, and painful limbs. Fresh or rehydrated dried slices applied to infected skin [Cree: 95]. Soaked or boiled in water and used as a wash to treat swellings, infections and bee stings [Dene: 17]. Poultice used to treat facial paralysis, skin disorders, bee stings, cuts, burns, arthritis, and muscular pain. Tea used in heart problems and as a "women's medicine" [Cree: 96]. Boiled with stems of Sorbus scopulina and leaves of Sarracenia purpurea to make a cough remedy [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
298	Steeped or worn around the neck as a general medicine [Mi'kmaq: 62]. Used to treat cold and sore back [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
298	Used in diabetes [Cree: 77].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
298	Leafy stems sucked to prevent thirst [Atikamekw: 73]. Tea drunk to cure stomach pain, shortness of breath, heart problems, and urinary tract problems [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stems
299	Pounded into a pulp used in a poultice to heal swollen limbs [Mi'kmaq: 62]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
299	Mashed and used in swellings [Mi'kmaq: 60; Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
299	Bruised and used in swellings and bruises [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
299	Used as an astringent [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
300	Grated to make a poultice for sores, or dried, powdered and used to heal cuts and swellings [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
300	Tea drunk to cure sore stomach, shortness of breath, heart problems and urinary tract problems [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stems
301	Used to allay sexual irritability and in spermatorrhea [Abenaki: 67]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
302	Plant pounded into a pulp and used as a poultice to heal swollen limbs [Mi'kmaq: 62]. Leaves: Paste used for swellings [Mi'kmaq: 60; Algonquians: 63]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
302	Juice drunk in coughs. Boiled and used as a poultice for swellings [Algonquians: 63]. Used as a cough medicine or to treat tuberculosis [Ojibwa: 87]. Powdered root put in the mouth to treat sore mouth [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
302	Decoction used for leucorrhoea. Poultice used for suppurating glands [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
303	Decoction drops used in ears to treat soreness [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
304	Soaked in warm water to make a poultice to heal bruises [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
304	Strong infusion drunk in small doses for pain in the bowels [Montagnais: 70].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
305	Used as an astringent and styptic [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
305	Decoction used to treat stoppage of urine [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
306	Powdered and used to make a tea given to stimulate milk flow [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
307	Used for colds and tuberculosis [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
307	Mixed with other plants in a decoction used as a diuretic, to treat diabetes, or to prevent birth [Cree, Metis: 13]. Boiled and taken as a general medicine. Used to wash sores [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
308	Mashed with lard and put on a cut to stop bleeding and help healing. Chewed to relieve toothache [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
309	Dried, pounded and moistened in warm water and applied to skin ulcers. Dried and chewed or a decoction used to gargle to treat sore throat [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
310	Infusion taken for amenorrhea. Decoction used to wash nostrils of a hunting dog whit dulled sense of scent. [Ojibwa: 85]. Tea drunk for sore throat or to facilitate parturition [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
311	Decoction used for rheumatic pain or tuberculosis [Ojibwa: 91]. Decoction boiled with Thuja occidentalis and used as a cough syrup [Ojibwa: 47, 91]. Wood from the heart of branches boiled and decoction taken in kidney troubles. Mixed with Lycopodium obscurum and twigs of Picea glauca in a decoction used for steaming stiff joints in rheumatism [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
312	Aphrodisiac [55]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
313	Used as a remedy for hemorrhages, bruises and in case of abortion [66].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
314	Steeped and taken time to time to increase fertility in women [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
315	Chewed and applied to cuts [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
316	Rubbed on the gums of teething babies to relieve discomfort [Metis: 13]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
317	Very small quantity mixed with four other kinds of roots to make a tea for "female troubles" [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
318	Finely cut and used as an aphrodisiac [Ojibwa: 87]. Used as a remedy for anemia [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
319	Mixed with tobacco and smoked to relieve headache [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
320	Used as a cough medicine [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
320	Decoction drunk as a purgative [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
320	Decoction used as a remedy for stomach troubles [Chippewa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	outer bark
321	Steam taken to treat asthma, congested chest or cold [Dene: 100]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
322	Cooked with Pyrola asarifolia and the mixture used as a wash to treat chickenpox [Dene: 17]. Steam taken to treat asthma, congested chest or cold [Dene: 100]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
322	Used as a poultice on skin sores and burns [Metis: 13]. Applied to worms eating the flesh and to itchy skin [Cree: 95]. Put all over the body to treat chickenpox. Poultice wrapped to treat sore knee [Dene: 17]. Wraped on affected area to heal sores and draw out infections [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
322	Boiled together and put on measles for healing, decoction drunk "to make babies" [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and roots
323	Decoction taken for rheumatic pain in the legs [Ojibwa: 84]. Chewed dry or a decoction used as a gargle to treat sore throat [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
324	Infusion used as an emetic [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
325	Chewed and applied to wounds to stop bleeding [Mi'kmaq: 43].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
326	Used as an emetic and in rheumatism [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
327	Tea used as a general medicine [Algonquians: 63]. Steeped to make an antiscorbutic tea [Mi'kmaq: 60]. Tips of branches used to brew a tea to "heal the inside". Tea used in sudatory by women after childbirth [Algonquin: 69]. Boiled and the vapour taken to fight fever and eye problems [Montagnais: 71], to relieve cold [Dene: 99] or to ease headache [Dene: 101]. Tea used for fever [Montagnais: 71]. Mixed with Lycopodium obscurum and inner part of Ostrya virginiana wood in a decoction used for steaming stiff joints in rheumatism [Ojibwa: 47]. Young twigs chewed to relieve itchy throat [Dene: 99]. Used to treat diabetes [Cree: 82]. Juice from young tree boughs used for sore eyes. Towels soaked in tea and wrapped around a woman's waist to speed up delivery, to ease afterbirth pain, and to loosen retained placenta [Dene: 101]. Herbal water taken for colds [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
327	Used as a poultice or boiled to make a wash for decayed teeth, skin sores, and burns [Dene: 17; Chipewyan: 92]. Chewed or drunk as a tea for cough [Algonquin: 69; Montagnais: 71]. Decoction used in a compound arthritis remedy [Cree: 95]. Used in diabetes [Cree: 83]. Chewed to relieve cold or maintain good health, or placed on a wound [Dene: 99]. Used to stop bleeding from cuts [Cree: 81]. Used to treat diabetes [Cree: 82]. Mixed with caribou grease to make a salve for burns [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
327	Tea used as a salve [Mi'kmaq: 43]. Steeped and given in tuberculosis [Mi'kmaq: 62]. Used as a splint and to heal broken limbs [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
327	Used to soothe irritated skin, applied to cuts and mouth infections [Dene: 17, 99]. Applied to chest to prevent cold and tuberculosis. Tea taken to soothe sore throat [Dene: 99]. Applied to stop bleeding from cuts [Dene: 13; 99; Cree: 81]. Boiled and taken in cough. Heated and pressed on blisters [Cree: 80]. Herbal water taken for colds. Heated, mixed with lard, cooled and applied to wound infections [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
327	Mixed with red willow bark to treat cold [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and branches
327	Used alone or most commonly mixed with rendered fat from a bear, otter, or beaver, or lard or petroleum jelly, and applied as a salve for skin infections, cuts, rashes, burns, persistent sores, and chapped or craked skin [Cree, Dene, Metis: 13; Algonquin: 69]. Chewed and the juice swallowed to treat a sore throat [Metis: 13]. Mixed with grease to make an ointment to treat skin rashes, scabies, persistent scabs and a growing boil [Cree: 95]. Chewed as a laxative [Algonquin: 69]. Applied to throat against cough or on back for pain relief [Montagnais: 71]. Used to treat diabetes related symptoms [Cree: 82]. Applied in cuts and skin infections [Cree: 80, 81]. Used to treat gum disease, cuts, skin rashes, tea drunk for stomach ailments [Dene: 100]. Smeared on painful areas of the body, boiled and gargled to cure toothaches, used as an ointment for sores and placed on a wound to stop bleeding, boiled and tea drunk for colds and coughing [Dene: 101]. Warm and applied to cuts, boils or sores [Cree: 79]. Poultice used to treat skin disorders, bee stings, cuts and burns [Cree: 96]. Warmed up and put in infections [Dene: 13]. Used to treat sore throat [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
327	Powdered and used as baby powder or to treat skin rashes [Cree: 94, 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rotten wood
327	Used to make a medicine for excessive urination [Abenaki: 67]. Used to make a jelly to treat headache and stomachache [Algonquin: 75]. Boiled and water used to wash itchy skin, or drunk against intestinal problems [Montagnais: 71]. Used to treat diabetes related symptoms [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones
327	Used as an inhalant or fumigator [Ojibwa: 87]. Used to treat diabetes related symptoms [Cree: 82]. Powder used as a compress for aches and pains [Cree: 80, 81]. Cushed, placed on cloth and put in throat to treat pain and burns [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
327	Tea used for stomach pain, fainting and fits [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and bark
327	Used for cough [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum and bark
327	Tea used for cough and colds, sore throat and chest pain [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones and branches
327	Pounded and boiled to make a liquid medicine [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
327	Boiled and taken to treat itchy throat [Dene: 99]. Steam used to treat congested head and chest [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	young tips, cones and branches
327	Inside strips put on burns, boiled without bark and taken for sore throat [Cree: 79].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
328	Used for a sudatory after childbirth [Algonquin: 69]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
328	Boiled to make a broth for cough [Algonquin: 63] or to produce steam that relieves cold [Dene: 99]. Tips or buds peeled and eaten to prevent breathing shortness, heart problems, and high blood pressure [Cree: 13]. Decoction used to treat sore eyes [Dene: 101; Dene, Metis: 13]. Tips used to make a tea for "healing the inside" [Algonquin: 69]. Tea used against fever [Montagnais: 71]. Yound twigs chewed to relieve itchy throat [Dene: 99]. Used to treat diabetes [Cree: 82]. Boiled and steamed to cure congestion or cold and to ease headache. Towels soaked in tea and wrapped around a woman's waist to speed up delivery, to ease afterbirth pain, and to loosen retained placenta [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
328	Applied as a salve for skin infections, cuts, boils, rashes, burns, sores, and chapped or craked skin [Dene: 13, 100; Cree: 13, 79, 80; Algonquin: 69]. Mixed with grease to make an ointment to treat skin rashes, scabies, persistent scabs and bad burns [Cree: 95]. Chewed to prevent breathing shortness, also good for the heart [Cree: 13]. Soaked in hot water and used to treat infected cuts and wounds [Cree: 13]. Chewed and applied to a sore ear or to treat stomach ache [Cree: 13]. Boiled until it turns pink and then cooled to make an ointment to draw the infection out of cysts [Cree: 13] or to treat infected wounds, rashes, scabs on the head or chiken pox [Cree: 13]. Used as a laxative [Algonquin: 69]. Used for cuts and back pain [Montagnais: 71]. Used to treat diabetes [Cree: 82]. Used to treat gum disease, tea drunk for stomach ailments [Dene: 100]. Smeared on painful areas of the body, boiled and gargled to cure toothache, used as an ointment for sores and placed on a wound to stop bleeding. Boiled and tea drunk for cough and cold [Dene: 101]. Used to treat sore throat [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
328	Blood medicine, used to soothe irritated skin, applied to cuts and mouth infections [Dene: 13; 99]. Applied in chest to prevent colds and tuberculosis, tea taken to soothe sore throats [Dene: 99]. Applied in cuts and sore breasts [Cree: 81].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
328	Mixed with red willow bark to treat cold [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and branches
328	Powdered and used as baby powder [Dene: 13]. Inside strips put on burns, or boiled without bark and taken for sore throats [Cree: 79].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
328	Used as a baby powder [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	charcoal
328	Young cones boiled to make a mouth wash for mouth infection, toothache or sore throat or to clear phlegm from the throat [Dene, Metis: 13; Chipewyan: 92]. Chewed to relieve toothache or sore mouth. Mixed with other plants in a decoction to treat venereal disease [Cree: 95]. Made into a jelly used to treat headache and stomachache [Algonquin: 75]. Decoction used to gargle a sore throat or mouth infection [Cree: 95; Dene: 101]. Used to treat diabetes [Cree: 77; 83], diarrhoea [Ojibwa: 89; Cree: 95] and stomach ache [Montagnais: 71]. Applied to stop bleeding. Boiled and tea used to wash broken legs, to easeskin rash [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones
328	Decoction used for headache [Ojibwa: 66].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and bark
328	Used as a reviver [Ojibwa: 87] or to treat diabetes [Cree: 82]. Crushed and used to treat pain. Crushed, placed on cloth and put in throat to treat pain and burns [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
328	Tea used for stomach pain, fainting and fits [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and roots
328	Chewed for laryngitis [Mi'kmaq: 62]. Chewed to relieve colds or maintain good health, placed on a wound [Dene: 99]. Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
328	Used against cough [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and gum
328	Tea used for cough and colds, sore throat and chest pain [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones and branches
328	Pounded and boiled to make a liquid medicine [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
328	Boiled and taken to treat itchy throat [Dene: 99]. Steam used to treat congested head and chest [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	young tips, cones and branches
328	Used as a splint and to heal broken limbs [Dene: 100]. Boiled and taken in cough Heated and pressed on blisters [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
329	Boiled with roots of sour grass and the liquid drunk for lung and throat trouble [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
330	Boiled and decoction taken internally for pain in the chest [Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones
330	Scraped and chewed for cough [Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inside bark
330	Chewed and saliva applied to external sores [Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	needles
330	Applied with a stick to the white spots on the eye [Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
331	Used as a poultice on wounds [Atikamekw: 73], boils and abscesses [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
331	Used for sewing [Ojibwa: 84; Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
332	Used to make a poultice to heal a deep cut [Cree: 95] or to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
332	Used in diabetes [Cree: 77, 83].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	cones and inner bark
332	Mixed with bark and root of Salix discolor, Pinus strobus, Quercus rubra and Arctostaphylos uva-ursi in a tea given in fainting and fits [Ojibwa: 86]. Rubbed on a sore body part or boiled and tea drunk to cure shortness of breath [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
332	Used for burns [Ojibwa: 89] and cuts [Dene: 17]. Chewed to treat cold [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
332	Used as a reviver [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
332	Crushed and mixed with lard and applied for allergies and itching [Montagnais: 71]. Tea mixed with sugar and put into sore eyes. Tea drunk to ease pain, cold, and as a general remedy. Tea also applied to a sore body part [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
333	Softened in water and used as a poultice to heal a deep wound [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
333	Chewed and saliva swallowed for cough and cold [Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
333	Boiled and liquid used to clean wounds [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
334	Crushed and applied to relieve headache. Vapour or fumes from heating inhaled to cure headache [Ojibwa: 84]. Crushed with Pinus strobus leaves, boiled and applied to relieve headache [Ojibwa: 66].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
335	Inner part of the tree boiled and pulp applied to cuts [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
335	Steeped in boiling water and applied to the chest for cold [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
336	Tea used in kidney or urinary trouble [Mi'kmaq: 60].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
336	Tea used in cold and cough [Mi'kmaq: 43, 60].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark, needles and twigs
336	Boiled, mixed with grease and applied to wounds. Tea used in kidney troubles [Mi'kmaq: 43]. Steeped and used to treat cough [Abenaki: 67] and cold [Mi'kmaq: 62]. Mixed with bark and root of Salix discolor, Pinus strobus, Quercus rubra and Arctostaphylos uva-ursi in a tea given in fainting and fits [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
336	Boiled and given for sores, swellings [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
336	Mixed with deer tallow and used as a poultice for felons and similar inflammations [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	pitch
336	Crushed and applied to relieve headache. Boiled, and the vapour inhaled to cure backache. Fume produced by heating inhaled to cure headache [Ojibwa: 84]. Crushed with Pinus resinosa needles, boiled and applied to relieve headache [Ojibwa: 66]. Powdered and used as a reviver or inhalant [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	needles
336	Boiled and drunk for sore throat, cold and consumption [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
336	Mixed with inner bark of Prunus serotina and Prunus americana in a decoction used to treat cuts and wounds [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
337	Base boiled and drunk to relieve fainting spells [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
337	Chewed into a paste applied to burns and scalds. Juice drunk for toothache and earache or for internal hemorrhage or injury [Cree: 74]. Soaked in warm water and applied to bruises, sprains or sores as a poultice, also used to sooth burns, scalds, bee stings, and snake bites [Algonquin: 69; Ojibwa: 87]. Applied fresh on wounds, bruises, burns and haematoma [Atikamekw: 73]. Infusion drunk to treat heart trouble [Cree: 13, 96], cramps, stomachache, stomach flu, or constipation [Metis: 13]. Used for rheumatism, swellings and as an analgesic [Abenaki: 67]. Used as a poultice to remove poison and heal wounds [Mi'kmaq: 62]. Mixed with grease and applied to inflamed skin. Mixed with roots of Asarum canadense to treat inflamed skin. Decoction applied to rheumatic joints [Ojibwa: 47]. Poultice used as a painkiller for cuts and bruises [Dene: 100]. Fresh leaves heated slightly and put on the wound to draw out infection [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
337	Chopped finely and applied to bites of poisonous reptiles, or applied as a poultice on inflamed skin [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and root
337	Tea used to soothe burns [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	above-ground parts
338	Juice drunk in gravel [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
339	Used as a cough medicine. Decoction used as a body wash. W/hen heated used as a bath for rheumatism [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
340	Applied to the hands or feet to cure blisters [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
341	Boiled to make a rinse used to make the hair grow thicker and longer [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	seed heads
342	Used as cathartic [44]. Powdered and used for liver troubles [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
343	Boiled and used as a cough medicine [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
344	Used as a tonic [Ojibwa: 47] or as a general medicine [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
344	Powdered and added to other plants and used to treat many ailments [Cree: 95]. Chewed and the juice swallowed to treat a sore throat. Crushed and mixed with another plant to make a poultice applied to cuts [Cree: 13]. Mixed with other plants and used as a heart medicine and blood purifier [Metis: 13]. Roots crushed or chewed to treat toothache or sore mouth [Cree: 13, 95]. Dried and chewed for cold [Malecite: 65]. Decoction for cough and cold [Ojibwa: 84]. Mixed with Artemisia frigida, Astragalus crassicarpus, and Rosa arkansana in a decoction taken internally for convulsions or applied to wounds to stop bleeding [Ojibwa: 47]. Sucked and juice swallowed to treat tooth ache, sore throat, cough and cold. Poultice used to treat skin disorders, bee stings, cuts and burns [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
